업종명,업소명,소재지(도로명),소재지전화
일반음식점,서유기 짬뽕,"서울특별시 송파구 올림픽로32길 56, 지상2층 (방이동)",
일반음식점,청명 복.아구,"서울특별시 송파구 오금로 134, 지상1층 (송파동)",02-400-5460
일반음식점,본미 칼국수,"서울특별시 송파구 올림픽로35길 124 (신천동, 장미상가 A동 지하1층 29-1,2호)",02-415-4957
일반음식점,빽다방 송파역점,"서울특별시 송파구 송파대로 366, 지상1층 (송파동)",
일반음식점,호치킨 거여역점,"서울특별시 송파구 양산로 36, 지상1층 (거여동)",
일반음식점,죽이야기(문정푸르지오점),"서울특별시 송파구 새말로 62 (문정동, 송파푸르지오시티 지상1층 150호)",
일반음식점,양철통,"서울특별시 송파구 위례성대로18길 22, 지상1층 (방이동)",
일반음식점,성수동 육칼,"서울특별시 송파구 충민로 10 (문정동, 가든파이브 툴관 지하1층 B1-05호)",02-443-1013
일반음식점,김과장 고깃집,"서울특별시 송파구 백제고분로7길 16-13, 지상1층 (잠실동)",
일반음식점,대박 라이브 퓨전,"서울특별시 송파구 가락로 66, 지하1층 (석촌동)",02-418-0890
일반음식점,미니스 카페,"서울특별시 송파구 올림픽로 지하 265, 지하1층 D-12호 (잠실동, 잠실역지하상가쇼핑 )",02-417-5637
일반음식점,셰프의 부엌,"서울특별시 송파구 백제고분로50길 30, 지상1층 (방이동)",
일반음식점,잠실장어와 한우,"서울특별시 송파구 백제고분로7길 46, 지하1층 (잠실동)",
일반음식점,육제곱,"서울특별시 송파구 백제고분로46길 31-1, 지상1층 101,102,103호 (송파동)",
일반음식점,(주) 오픈테이블,"서울특별시 송파구 올림픽로 269 (신천동, 롯데캐슬 지상2층 201-1호(205호))",
일반음식점,전복 숯불 닭갈비,"서울특별시 송파구 중대로23길 15, 지상1층 (가락동)",02-402-4620
일반음식점,새내 순대국 & 뼈해장국,"서울특별시 송파구 석촌호수로12길 19 (잠실동, 지상1층 102호)",
일반음식점,놀이터,"서울특별시 송파구 백제고분로 144, 지상1층 (잠실동)",
일반음식점,바른치킨 잠실점,"서울특별시 송파구 삼전로 82, 지상1층 (삼전동)",02-486-3392
일반음식점,자담 치킨,"서울특별시 송파구 풍성로26길 21, 지상1층 (풍납동)",02-471-5516
일반음식점,아마스빈,"서울특별시 송파구 올림픽로35길 124, 2동 지상1층 101호 (신천동, 장미A상가)",
일반음식점,불닭발 땡초 동대문 엽기떡볶이 문정점,"서울특별시 송파구 새말로 62, 지상1층 118호 (문정동, 송파푸르지오시티)",
일반음식점,이디야커피 방이미성점,"서울특별시 송파구 오금로 251, 102,103호 (방이동, 한양아파트상가)",
일반음식점,항아리보쌈,"서울특별시 송파구 거마로 14, 지상1층 (거여동, 청송회관)",
일반음식점,내고향 보리밥,"서울특별시 송파구 양산로10길 14, 지상1층 (거여동)",
일반음식점,청해코다리,"서울특별시 송파구 송파대로28길 27, 지상2층 102동204호 (가락동, 성원상떼빌 )",
일반음식점,더블업,"서울특별시 송파구 백제고분로7길 16, 지하1층 (잠실동)",02-415-0387
일반음식점,부산어묵 롯데월드점,"서울특별시 송파구 올림픽로 240, 지상1층 (잠실동, 롯데월드 매직아일랜드 )",
일반음식점,광천상회,"서울특별시 송파구 양재대로 932, 판매동 1층 8-1,9-1호 (가락동, 가락몰)",02-403-7484
일반음식점,만복래곱창,"서울특별시 송파구 송이로 198-1, 1층 2호 (문정동)",
일반음식점,위드빈커피,"서울특별시 송파구 오금로 306, 104호 (가락동, 가락스타클래스)",
일반음식점,Ellie,"서울특별시 송파구 백제고분로41길 43-21, 1층 (송파동)",
일반음식점,즐거운 돈가스,"서울특별시 송파구 거마로22길 45-1, 지상1층 (마천동)",02-406-4777
일반음식점,미도리파티 앤 쿠킹,"서울특별시 송파구 천호대로152길 11, 지상1층 101호 (풍납동)",02-485-4155
일반음식점,샐러디치 오도씨,"서울특별시 송파구 송파대로48길 7, 101호 (송파동)",
일반음식점,cafe CUDES(커디스),"서울특별시 송파구 마천로51길 4, 1층 (마천동)",
일반음식점,가정식 소반,"서울특별시 송파구 충민로 66, 지상9층  F-9113호 (문정동, 가든파이브라이프 )",
일반음식점,환이네 감자탕,"서울특별시 송파구 송파대로36가길 1, 지상1층 (송파동)",
일반음식점,마싯소,"서울특별시 송파구 백제고분로17길 43, 지상1층 (잠실동)",
일반음식점,구룡포 세꼬시,"서울특별시 송파구 석촌호수로 134, 1층 117호 (삼전동)",
일반음식점,두끼 떡볶이,"서울특별시 송파구 백제고분로7길 57, 지상2층 (잠실동)",
일반음식점,뉴팅크 아파치(New Think Apache),"서울특별시 송파구 오금로46길 42-1, 지하1층 (가락동)",
일반음식점,자매 추어탕,"서울특별시 송파구 마천로 363, 지상1층 (마천동)",
일반음식점,파미에 파티,"서울특별시 송파구 올림픽로8길 20, 지하1층  B101,B102호 (잠실동, 아이파크 )",02-2141-0033
일반음식점,남도자연밥상,"서울특별시 송파구 백제고분로21길 38, 1층,2층 (삼전동, 금강빌딩)",02-6369-1500
일반음식점,88선수촌 잠실새내점,"서울특별시 송파구 백제고분로7길 56, 1층 (잠실동)",02-420-7626
일반음식점,투다리,"서울특별시 송파구 동남로4길 22, 1층 (문정동)",
일반음식점,뭐 머글까,"서울특별시 송파구 송파대로28길 27, 지하층 (가락동, 가락사우나 찜질방 내)",
일반음식점,맛나닭 가마솥 치킨,"서울특별시 송파구 마천로51길 23, 지상1층 (마천동)",
일반음식점,필스너 하우스,"서울특별시 송파구 새말로8길 19, 미담빌딩 1층 101호 (문정동)",02-430-3566
일반음식점,맛나식당,"서울특별시 송파구 충민로 66, Y-9002,9005호 (문정동, 가든파이브 라이프동)",
일반음식점,청년다방 마천동점,"서울특별시 송파구 마천로 251, 지상1층 (마천동)",
일반음식점,돈마을,"서울특별시 송파구 마천로51길 40, 지상1층 (마천동)",02-443-5345
일반음식점,미도리 포차,"서울특별시 송파구 중대로9길 53, 지상2층 (가락동)",
일반음식점,탑텐코리아푸드 송파점,"서울특별시 송파구 오금로36길 48, 1층 (가락동)",02-448-8282
일반음식점,키친오브 인디아,"서울특별시 송파구 올림픽로 336, 지하1층 06호 (방이동, 대우유토피아오피스텔)",
일반음식점,보리포차,"서울특별시 송파구 거마로22길 45, 1층 (마천동)",
일반음식점,사께,"서울특별시 송파구 마천로51길 9-16, 1층 (마천동)",
일반음식점,스페이스 휴-금화다원,"서울특별시 송파구 오금로31가길 1, 1층 (방이동)",
일반음식점,옛날통닭,"서울특별시 송파구 백제고분로28길 20, 1층 (삼전동)",
일반음식점,다래,"서울특별시 송파구 백제고분로40길 5-20, 1층 (석촌동)",
일반음식점,안녕 브런치,"서울특별시 송파구 송파대로36길 7-52, 1층 (송파동)",
일반음식점,정성한줄,"서울특별시 송파구 올림픽로 145, 지하1층 A14,15-1호 (잠실동)",02-417-8253
일반음식점,행복샵,"서울특별시 송파구 오금로36길 69, 1층 104호 (가락동)",
일반음식점,진미곱창,"서울특별시 송파구 마천로51가길 23, 1층 (마천동)",
일반음식점,비엔나커피하우스 잠실새내역점,"서울특별시 송파구 백제고분로7길 57, 지상1층 (잠실동)",02-423-1683
일반음식점,몽상소바,"서울특별시 송파구 올림픽로47길 13, 1층 (풍납동)",02-476-8892
일반음식점,(주)커피빈코리아 석촌호수점,"서울특별시 송파구 석촌호수로 222, 지상1층 (석촌동, 제이타워)",02-415-1235
일반음식점,추억의 7080,"서울특별시 송파구 송파대로18길 2, 지하1층 (문정동)",02-403-7080
일반음식점,쏭다방,"서울특별시 송파구 성내천로18길 3, 1층 (거여동)",
일반음식점,와플대학 문정캠퍼스,"서울특별시 송파구 새말로 120, 103호 (문정동)",
일반음식점,고래 즉석떡볶이 리센츠점,"서울특별시 송파구 올림픽로 145, 지하1층 C7호 (잠실동, 리센츠상가)",02-423-8181
일반음식점,후라이드 참 잘하는집 삼전점,"서울특별시 송파구 삼전로13길 47, 1층 (잠실동)",
일반음식점,낭만,"서울특별시 송파구 오금로 526, 지하1층 (거여동)",
일반음식점,꼬미로떼,"서울특별시 송파구 마천로51길 19, 1층 (마천동)",02-471-0701
일반음식점,오이시 우동,"서울특별시 송파구 석촌호수로 61, 지하1층  B144호호 (잠실동, 트리지움상가)",02-415-8566
일반음식점,미소 참치,"서울특별시 송파구 백제고분로7길 57, 2층 202호 (잠실동)",
일반음식점,토마토 피자,"서울특별시 송파구 가락로12길 5-28, 1층 (석촌동)",
일반음식점,춘 포차,"서울특별시 송파구 오금로36길 21, 지상1층 (가락동)",
일반음식점,피자마루 잠실본동점,"서울특별시 송파구 올림픽로12길 62, 지상1층 102호 (잠실동)",
일반음식점,조가네 갑오징어 송파 석촌호수점,"서울특별시 송파구 백제고분로42길 6-24, 지상1층 (송파동)",02-417-6638
일반음식점,정원교자,"서울특별시 송파구 동남로4길 31, 1층 (문정동)",02-401-0609
일반음식점,진주문진 생태찌게,"서울특별시 송파구 송파대로28길 35, 205,304호 (가락동, 송파NSuite)",
일반음식점,풍천 장어 마을,"서울특별시 송파구 송파대로 54, 지하1,지상1,2층 (장지동)",02-402-0092
일반음식점,길동 우동,"서울특별시 송파구 중대로9길 21, 지상1층 101호 (가락동)",
일반음식점,영심이 떡볶이,"서울특별시 송파구 충민로 66, 지하1층 L-B1002호 (문정동, 가든파이브라이프)",
일반음식점,멘야하나비,"서울특별시 송파구 백제고분로45길 38, 1층 103호 (송파동)",02-514-2605
일반음식점,버반커피(BURBAN COFFEE),"서울특별시 송파구 백제고분로7길 6, 지상1층 (잠실동)",02-400-8281
일반음식점,돌깨마을 맷돌순두부(잠실신천점),"서울특별시 송파구 올림픽로8길 6, 1층 (잠실동)",
일반음식점,아락(arrak),"서울특별시 송파구 백제고분로15길 4, 1층 (잠실동)",02-417-2256
일반음식점,치킨주막,"서울특별시 송파구 중대로 24, 1동 1층 122호 (문정동, 올림픽훼밀리상가)",02-408-1777
일반음식점,종로할머니 손칼국수 잠실점,"서울특별시 송파구 올림픽로 240, 6층 (잠실동, 롯데마트잠실점)",
일반음식점,(주) 형제짬뽕,"서울특별시 송파구 삼전로10길 68, 1층 (삼전동)",
일반음식점,원이네 순댓국,"서울특별시 송파구 마천로45길 38, 지상1층 (마천동)",
일반음식점,남도,"서울특별시 송파구 오금로46길 42-1, 1층 (가락동)",
일반음식점,박가부대찌개 잠실홈플러스점,"서울특별시 송파구 올림픽로35가길 16, 4층 X8,YB호 (신천동, 잠실홈플러스)",
일반음식점,60계치킨 잠실파크리오점,"서울특별시 송파구 올림픽로 435, B동 지하129~132호 (신천동, 파크리오상가)",070-5001-4421
일반음식점,계군,"서울특별시 송파구 오금로17길 22, 1층 (방이동)",
일반음식점,마피아 떡볶이,"서울특별시 송파구 송파대로37길 26-2, 1층 (석촌동)",02-422-3029
일반음식점,북촌손만두 롯데마트 잠실점,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데마트)",02-742-0980
일반음식점,씨제이푸드빌(주)빕스 올림픽공원점,"서울특별시 송파구 올림픽로 424, 지상1층 (방이동)",02-6740-4300
일반음식점,우리식당,"서울특별시 송파구 가락로 87, 1층 (석촌동)",
일반음식점,카로스,"서울특별시 송파구 백제고분로9길 23, 지하1층 (잠실동)",
일반음식점,방이골목 떡볶이,"서울특별시 송파구 가락로33길 29, 지상1층 (방이동)",02-422-7746
일반음식점,뉴월드 양꼬치,"서울특별시 송파구 가락로16길 2-19, 1층 (석촌동)",
일반음식점,맛있으면돼지,"서울특별시 송파구 올림픽로32길 48, 102호 (방이동, 보명빌딩)",
일반음식점,명품푸드,"서울특별시 송파구 가락로18길 3, 1층 (송파동)",
일반음식점,래향,"서울특별시 송파구 중대로25길 20, 1층 (오금동)",
일반음식점,60계 서울문정점,"서울특별시 송파구 송이로32길 37, 201동 10호 (문정동, 문정푸르지오상가)",
일반음식점,라온,"서울특별시 송파구 가락로36길 7, 1층 (방이동)",
일반음식점,아토토루,"서울특별시 송파구 백제고분로7길 42-25, 1층 (잠실동)",
일반음식점,숲속 작은 식당,"서울특별시 송파구 동남로8길 25, 지상1층 (문정동)",02-941-5444
일반음식점,One table (원 테이블),"서울특별시 송파구 중대로 24, 103호 (문정동, 훼밀리아파트 호돌이상가)",
일반음식점,한소반(가락점),"서울특별시 송파구 송파대로28길 24, 지상1층 103-1,103-2,104호 (가락동, 밀리아나 2차)",
일반음식점,우리여성 불한증막,"서울특별시 송파구 오금로 511, 지하1층 (거여동)",02-403-9989
일반음식점,한영(가락활어회),"서울특별시 송파구 양재대로 932, 테마동 Table A  2층 (가락동)",02-6978-2222
일반음식점,도레도레 롯데월드몰점,"서울특별시 송파구 올림픽로 300, 2층 (신천동, 롯데월드몰)",070-4733-7710
일반음식점,프라자 손칼국수,"서울특별시 송파구 동남로18길 40, 지상1층 109,110일부호 (가락동)",02-430-4300
일반음식점,회랑 초밥이랑,"서울특별시 송파구 가락로 141, 1층 (송파동)",02-6396-8761
일반음식점,김밥 이야기,"서울특별시 송파구 충민로 66, 지상10층 T-10013호 (문정동, 가든파으브라이프)",
일반음식점,카니발피자 신천점,"서울특별시 송파구 올림픽로12길 8, 지상2층 (잠실동)",
일반음식점,YUNIK(윤익),"서울특별시 송파구 송파대로30길 41-31, 1층 (가락동)",
일반음식점,두리닭발,"서울특별시 송파구 올림픽로32길 18-22, 201호 (방이동)",
일반음식점,오니기리이규동 위례점,"서울특별시 송파구 위례광장로 199, 105호 (장지동, 성희프라자)",02-408-4222
일반음식점,황토골,"서울특별시 송파구 송파대로37길 4-23, 102호 (석촌동)",
일반음식점,벙,"서울특별시 송파구 백제고분로7길 24-19, 지하1층 (잠실동)",
일반음식점,참고깃간 정육식당,"서울특별시 송파구 중대로 60, 2층 (문정동)",02-408-1387
일반음식점,안(安),"서울특별시 송파구 송파대로28길 27, 101동 210,211호 (가락동, 성원상떼빌)",
일반음식점,홍대쌀국수,"서울특별시 송파구 충민로 10, B1-05호 (문정동, 가든파이브툴 )",02-443-1013
일반음식점,어쿠스틱 보틀,"서울특별시 송파구 백제고분로9길 50, 지층 (잠실동)",070-8252-0730
일반음식점,폼,"서울특별시 송파구 백제고분로7길 42, 2층 (잠실동)",
일반음식점,슈타인도르프 1호점,"서울특별시 송파구 오금로15길 11, 지하1층 (방이동)",02-422-6722
일반음식점,제레미20 잠실롯데월드점,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데월드 어드벤처)",02-2143-1253
일반음식점,선 돈까스,"서울특별시 송파구 삼전로8길 8, 1층 101호 (삼전동, 레이크시티)",
일반음식점,몽촌 부여집,"서울특별시 송파구 올림픽로 240 (잠실동, 롯데월드 저자거리 )",
일반음식점,슈타인도르프,"서울특별시 송파구 오금로15길 11, 지상1,2,3,4층 (방이동)",02-511-9729
일반음식점,이화수 전통 육개장(가락점),"서울특별시 송파구 송이로 108, 1층 (가락동, KR타워)",
일반음식점,고노 돈부리,"서울특별시 송파구 충민로 66, 지상9층 Y-9003호 (문정동, 가든파이브 라이프)",02-2157-0073
일반음식점,골목분식,"서울특별시 송파구 문정로1길 33, 지상1층 (문정동)",
일반음식점,원우네,"서울특별시 송파구 법원로11길 25, 에이치비지니스파크 지하1층 A-B101호 (문정동)",
일반음식점,나루역 쭈꾸미,"서울특별시 송파구 올림픽로35길 94, 지상1층 115호 (신천동, 장미C상가)",
일반음식점,드래그,"서울특별시 송파구 양재대로 1222, 올림픽프라자 1층 192,193호 (방이동)",
일반음식점,주식회사 남산돈까스,"서울특별시 송파구 올림픽로 300, 롯데마트월드타워점 지하2층 (신천동)",02-777-0969
일반음식점,델리스 파티 & 케이터링,"서울특별시 송파구 위례광장로 200, 에스비트램스퀘어 3층 302호 (장지동)",
일반음식점,통큰두마리찜닭&곱도리식당,"서울특별시 송파구 법원로4길 5, 송파법조타운푸르지오 지하1층 B130호 (문정동)",
일반음식점,스몰 하우스,"서울특별시 송파구 성내천로18길 12-1, 지상1층 (거여동)",02-2043-0514
일반음식점,프랭크서울 경찰병원역점,"서울특별시 송파구 송이로 91, 1층 102호 (가락동)",02-408-8572
일반음식점,베가스,"서울특별시 송파구 올림픽로10길 9, 지상5층 (잠실동)",
일반음식점,양준혁 라운지펍 스크린야구,"서울특별시 송파구 백제고분로7길 57, 지하1층 (잠실동)",
일반음식점,아미쿠스,"서울특별시 송파구 오금로44길 9-1, 지상1층 102호 (가락동, 에벤에셀)",
일반음식점,바다양푼 동태탕 위례장지점,"서울특별시 송파구 위례광장로 199, 201호 (장지동, 성희프라자)",02-408-4220
일반음식점,LOTO(로투),"서울특별시 송파구 거마로22길 41-1, 지상1층 (마천동)",02-406-4624
일반음식점,다인에프씨 치킨마루 거여점,"서울특별시 송파구 양산로10길 6-1, 지상1층 (거여동)",02-443-5592
일반음식점,호프 브로이,"서울특별시 송파구 가락로 243, 2층 (방이동)",
일반음식점,맛보아,"서울특별시 송파구 오금로 252, 204호 (송파동, 가락 삼익상가)",02-417-7001
일반음식점,사시미,"서울특별시 송파구 백제고분로7길 24, 지상1층 (잠실동)",
일반음식점,WHITE WHALE (화이트 웨일),"서울특별시 송파구 가락로33길 29, 1층 102호 (방이동)",
일반음식점,쥬씨 개롱역점,"서울특별시 송파구 오금로 414, 지상1층 (가락동)",
일반음식점,칠백 식당,"서울특별시 송파구 석촌호수로12길 49-1, 101호 (잠실동)",
일반음식점,한촌 설렁탕(신천점),"서울특별시 송파구 올림픽로8길 23, 지상1층 (잠실동)",
일반음식점,BBQ(비비큐) 문정점,"서울특별시 송파구 동남로4길 16-1, 지상1층 (문정동)",
일반음식점,제주애육당,"서울특별시 송파구 백제고분로19길 13, 지상1층 (잠실동)",
일반음식점,커피다움,"서울특별시 송파구 중대로 24, 101호 (문정동, 올림픽훼밀리타운 상가)",
일반음식점,오가야 국수집,"서울특별시 송파구 송파대로36가길 14, 101호 (송파동)",
일반음식점,사루식당,"서울특별시 송파구 올림픽로35길 112, 1동 지하1층 7-3,26-2호 (신천동, 장미B상가)",
일반음식점,ALL OF COFFEE(올오브커피),"서울특별시 송파구 백제고분로48길 13, 지상2층 (방이동)",
일반음식점,가든칼국수,"서울특별시 송파구 충민로 66, 10층 10005호 (문정동, 가든5 라이프동 리빙관)",
일반음식점,니니브런치,"서울특별시 송파구 석촌호수로18길 29, 지상1층 (석촌동)",
일반음식점,후라이드 참 잘하는집 가락점,"서울특별시 송파구 오금로36길 63, 지상1층 (가락동)",
일반음식점,뜨겁개 핫도그,"서울특별시 송파구 도곡로64길 23, 1층 101호 (잠실동)",
일반음식점,허드슨 뽀끼뽀끼,"서울특별시 송파구 양재대로 1222, 1층 2호 (방이동, 올림픽프라자)",
일반음식점,봉평막국수 쭈꾸미,"서울특별시 송파구 중대로 306, 1층 101호 (오금동)",
일반음식점,낭만 보물섬,"서울특별시 송파구 백제고분로7길 7, 지층 B101호 (잠실동)",
일반음식점,엠엠티에이치093(mmth093),"서울특별시 송파구 충민로 52, 지하1층 BF1074호 (문정동, 가든파이브웍스)",
일반음식점,엄마의 부뚜막,"서울특별시 송파구 마천로 305, 1층 (마천동)",02-404-9423
일반음식점,애슐리 퀸즈 잠실점,"서울특별시 송파구 올림픽로 240, 지상3층 (잠실동, 롯데월드 웰빙센터)",02-6412-1031
일반음식점,장지동 사천요리 동아리,"서울특별시 송파구 송파대로 106-13, 지하1층 (문정동)",070-7766-0503
일반음식점,모범 떡볶이 1976,"서울특별시 송파구 백제고분로7길 54, 지상2층 (잠실동)",
일반음식점,AW커피,"서울특별시 송파구 잠실로 15, 1층 105호 (잠실동)",
일반음식점,김짜장 박짬뽕,"서울특별시 송파구 마천로 142, 1층 101,102호 (오금동)",
일반음식점,잠실 브루어리,"서울특별시 송파구 올림픽로 435, B동 304,305호 (신천동, 파크리오 상가)",
일반음식점,에이스,"서울특별시 송파구 가락로 112, 지하1층 (석촌동)",
일반음식점,강남면옥 송파점,"서울특별시 송파구 법원로 55, 지상1층 202-1,202-2,203,203-1호 (문정동, 송파아이파크상가 더테라스E존)",02-400-6599
일반음식점,핏제리아 라고(Pizzeria Lago),"서울특별시 송파구 백제고분로41길 39, 지상1층 (송파동)",02-548-0999
일반음식점,소우리 정육식당(정육점),"서울특별시 송파구 오금로46길 20, 1층 (가락동)",02-3012-3342
일반음식점,옛날통닭,"서울특별시 송파구 백제고분로40길 36, 지상1층 (석촌동)",
일반음식점,곱창의 전설,"서울특별시 송파구 가락로42길 8, 1층 (방이동)",
일반음식점,비바라비다,"서울특별시 송파구 백제고분로7길 52, 지상1층 (잠실동)",
일반음식점,비와별 닭갈비 잠실직영점,"서울특별시 송파구 삼학사로 100, 지상1층 (석촌동)",02-2202-5552
일반음식점,치킨마루 송파방이점,"서울특별시 송파구 올림픽로32길 45, 지상1층 (방이동)",
일반음식점,머머 (murmur),"서울특별시 송파구 삼학사로18길 5, 지상1층 (석촌동)",
일반음식점,할매순대국 잠실본점,"서울특별시 송파구 올림픽로 289, 지하1층 121호 (신천동)",02-6204-0008
일반음식점,댓짱 돈까스,"서울특별시 송파구 올림픽로 240, 지상11층 (잠실동, 롯데백화점)",
일반음식점,열하루,"서울특별시 송파구 성내천로 81, 지상1층 (오금동)",
일반음식점,빌라드샬롯 잠실콘서트홀,"서울특별시 송파구 올림픽로 300, 지상8,9층 (신천동, 롯데콘서트홀)",02-709-1114
일반음식점,모두랑,"서울특별시 송파구 강동대로9길 17, 지상1층 (풍납동)",02-9095-7779
일반음식점,가츠미,"서울특별시 송파구 거마로3길 4, 지상1층 102호 (거여동)",
일반음식점,설이봉 설렁탕,"서울특별시 송파구 법원로8길 7, 지상1층 107호 (문정동)",
일반음식점,커핀그루나루 신방이역점,"서울특별시 송파구 양재대로71길 1-14, 지상1층 (방이동)",
일반음식점,멸치국수,"서울특별시 송파구 중대로12길 16, 지상1층 103호 (가락동)",
일반음식점,제주돈통(通),"서울특별시 송파구 법원로 90, 파트너스2 1층 104호 (문정동)",
일반음식점,그램그램 잠실본점,"서울특별시 송파구 송파대로 558, 지하1층 B06호 (신천동, 월드타워)",02-6204-3445
일반음식점,전주밥차 마리채(문정점),"서울특별시 송파구 법원로 127, 지하1층 B110호 (문정동)",02-2084-3335
일반음식점,별미밥상,"서울특별시 송파구 법원로 127, 지하1층 B103~105호 (문정동)",02-2084-3339
일반음식점,자연그리고소반,"서울특별시 송파구 법원로 127, 지하1층 B111호 (문정동)",02-2084-3337
일반음식점,두꺼비 밥 집,"서울특별시 송파구 법원로 127, 지하1층 B106호 (문정동, 대명벨리온 지식산업센터)",02-2084-3322
일반음식점,어참치,"서울특별시 송파구 오금로36길 64, 지상1층 (가락동)",
일반음식점,국물닭발,"서울특별시 송파구 동남로6길 16, 지상1층 (문정동)",
일반음식점,시래기밥상,"서울특별시 송파구 오금로 544, 1층 107,108호 (거여동)",
일반음식점,비와별 닭갈비 잠실직영점,"서울특별시 송파구 삼학사로 100, 지상2층 (석촌동)",02-2202-5552
일반음식점,IT'S COFFEE(잇츠커피),"서울특별시 송파구 가락로36길 17, 101호 (방이동)",
일반음식점,장미빛속으로 맥주창고,"서울특별시 송파구 올림픽로35길 112, 1동 3층 18호 (신천동, 장미B상가 )",02-416-3818
일반음식점,고봉민 김밥 방이사거리점,"서울특별시 송파구 백제고분로 465, 102호 (방이동)",
일반음식점,비바 뮤지엄,"서울특별시 송파구 백제고분로17길 52, 지상1층 (잠실동)",
일반음식점,하마벌떡 신천집,"서울특별시 송파구 백제고분로9길 23, 2층 (잠실동)",
일반음식점,노랑통닭 문정점,"서울특별시 송파구 법원로11길 7, C동 117호 (문정동, 문정현대지식산업센터 1-2)",
일반음식점,팔도설렁탕,"서울특별시 송파구 양재대로 932, B동 지하1층 5호-1호 (가락동, 가락농수산물도매시장)",
일반음식점,철뚝집 석촌점,"서울특별시 송파구 가락로16길 3-12, 1층 105호 (석촌동)",
일반음식점,차이향,"서울특별시 송파구 위례광장로 193, 202호 (장지동)",
일반음식점,오징어 청춘,"서울특별시 송파구 새말로 62, 1층 113,114호 (문정동, 송파푸르지오시티)",02-402-9193
일반음식점,생활맥주 잠실새내점,"서울특별시 송파구 올림픽로8길 20, 지상1층 (잠실동)",
일반음식점,오늘은 연어 & 초밥,"서울특별시 송파구 백제고분로22길 27, 지상1층 (삼전동)",
일반음식점,신동보성,"서울특별시 송파구 법원로6길 7, 2층 (문정동, 송파유탑테크밸리)",
일반음식점,연어식당,"서울특별시 송파구 올림픽로35가길 9, 1층 132호,133호 (신천동, 잠실 푸르지오 월드마크)",
일반음식점,부뚜막,"서울특별시 송파구 삼전로8길 10, 1층 105호 (삼전동)",
일반음식점,죽이야기,"서울특별시 송파구 법원로11길 11, 문정현대지식산업센터1-1 A동 1층 106호 (문정동)",
일반음식점,오징어청춘,"서울특별시 송파구 법원로 127, 113,114호 (문정동, 대명벨리온지식산업센터)",
일반음식점,이니하,"서울특별시 송파구 충민로 66, 지상2층 (문정동, 가든파이브라이프 영관 푸드코트 일부)",
일반음식점,스마일 명품 찰진꽈배기,"서울특별시 송파구 백제고분로23길 31, 지상1층 (삼전동)",
일반음식점,이모네,"서울특별시 송파구 충민로 52, 지하1층 BF1073호 (문정동, 가든파이브웍스)",
일반음식점,이랑칼국수,"서울특별시 송파구 백제고분로41길 6, 지상2층 (송파동)",
일반음식점,야나기스시,"서울특별시 송파구 올림픽로 145, 지하1층 A-2호 (잠실동)",
일반음식점,돈마루 김치찌개&생삼겹전문,"서울특별시 송파구 법원로 90, 2층 205호 (문정동, 파트너스2)",
일반음식점,유혜인 김밥,"서울특별시 송파구 법원로11길 7, C동 142호 (문정동, 현대지식산업센터 1-2)",
일반음식점,공간 0930,"서울특별시 송파구 오금로19길 14-1, 지상1층 (방이동)",
일반음식점,제주도야지판,"서울특별시 송파구 올림픽로35길 124, 1동 207,208,209,210호 (신천동, 장미A상가)",02-420-1117
일반음식점,주유포차,"서울특별시 송파구 송파대로49길 33, 202호 (석촌동)",02-6084-4308
일반음식점,화담식당,"서울특별시 송파구 법원로11길 11, 지하2층 B208,209호 (문정동)",
일반음식점,강남맥주(가락점),"서울특별시 송파구 송파대로30길 41-12, 102,104호 (가락동)",
일반음식점,시공,"서울특별시 송파구 백제고분로28길 28, 1층 (삼전동)",
일반음식점,국시랑,"서울특별시 송파구 올림픽로35길 112, 지하1층 11호 (신천동, 장미비상가)",
일반음식점,선경,"서울특별시 송파구 충민로 52, 지하1층 BF-1070호 (문정동, 가든파이브 웍스)",
일반음식점,성전(샤브샤브),"서울특별시 송파구 양재대로 932, 판매동 3층 018-1호 (가락동, 농수산물도매시장내)",
일반음식점,석촌주막,"서울특별시 송파구 백제고분로27길 33, 101호 (삼전동)",
일반음식점,청년다방(명품떡볶이),"서울특별시 송파구 송파대로36길 7-38, 1층 101호 (송파동)",
일반음식점,열둘 칼국수,"서울특별시 송파구 법원로8길 7, 204호 (문정동)",
일반음식점,송파 오겹살,"서울특별시 송파구 동남로11길 5, 2층 203호 (가락동)",
일반음식점,맛고을식당,"서울특별시 송파구 오금로64길 4, 1층 (거여동)",
일반음식점,빠켱커피,"서울특별시 송파구 백제고분로31길 5, 1층 102호 (삼전동)",
일반음식점,멍,"서울특별시 송파구 백제고분로33길 13, 지하1층 (석촌동)",
일반음식점,한방능이삼계탕,"서울특별시 송파구 법원로11길 7, 지하2층 B207호 (문정동, 문정현대지식산업센터1-2)",
일반음식점,만남 호프,"서울특별시 송파구 중대로9길 45-6, 지상1층 (가락동)",
일반음식점,위례족발,"서울특별시 송파구 위례광장로 270, Y동 129호 (장지동, 송파와이즈더샵)",
일반음식점,(유)상록장터식음,"서울특별시 송파구 양재대로 932, 판매동 3층 3-1호 (가락동)",
일반음식점,계동치킨 문정법조점,"서울특별시 송파구 법원로11길 7, C동 136,137호 (문정동, 현대산업지식센터)",
